key,companies,profit
458,Gramercy Pictures,0
459,Hollywood Pictures,22886222
460,Alphaville Films,56189677
460,Renaissance Pictures,56189677
460,Universal Pictures,56189677
461,Warner Bros.,-33000000
461,Regency Enterprises,-33000000
462,Sidley Wright & Associates,108752825
462,Twentieth Century Fox Film Corporation,108752825
463,Republic Pictures (II),0
463,IRS Media,0
463,Spelling Entertainment,0
464,"",5
465,House of Spirits Film,-25000000
465,Neue Constantin Film,-25000000
465,Costa do Castelo Filmes,-25000000
465,Eurimages,-25000000
465,Spring Creek Productions,-25000000
465,Det Danske Filminstitut,-25000000
466,"",0
467,PolyGram Filmproduktion,-30000000
467,Working Title Films,-30000000
467,Warner Bros.,-30000000
467,Silver Pictures,-30000000
467,PolyGram Filmed Entertainment,-30000000
468,Columbia Pictures Corporation,-40000000
468,Gracie Films,-40000000
469,Hollywood Pictures,28881266
470,"",-40000000
471,"",-13000000
472,Touchstone Pictures,8880705
473,Touchstone Pictures,0
474,Baltimore Pictures,-30000000
474,Paramount Pictures,-30000000
475,JVC Entertainment Networks,12136938
475,Largo Entertainment,12136938
475,Universal Pictures,12136938
476,Amblin Entertainment,857100000
476,Universal Pictures,857100000
477,Kouf/Bigelow Productions,-6604769
477,Propaganda Films,-6604769
478,Live Entertainment,-1081039
479,Gramercy Pictures,0
480,Paramount Pictures,0
481,Oak Productions,52298489
481,Columbia Pictures Corporation,52298489
482,Touchstone Pictures,0
483,Savoy Pictures,0
484,Warner Bros.,1499795
484,Geffen Pictures,1499795
485,Warner Bros.,-22000000
485,Regency Enterprises,-22000000
486,Nelvana Limited,46405336
486,Castle Rock Entertainment,46405336
486,New Line Cinema,46405336
486,Columbia Pictures,46405336
487,Warner Bros.,24760338
487,Icon Entertainment International,24760338
488,TriStar Pictures,-2214412
489,New Line Cinema,24400000
490,Warner Bros.,66969216
490,Silver Pictures,66969216
491,Shibata Organisation,0
491,Oshima Productions,0
491,Argos Films,0
492,Good Machine,0
492,The Samuel Goldwyn Company,0
493,American Playhouse Theatrical Films,-8000000
493,Renaissance Films,-8000000
494,Rastar Films,0
494,TriStar Pictures,0
495,Night Life Inc.,0
495,The Samuel Goldwyn Company,0
495,Warner Bros.,0
496,Blue Wolf,416286195
496,Twentieth Century Fox Film Corporation,416286195
497,The Criterion Collection,0
497,Thin Man Films,0
498,Columbia Pictures Corporation,3826984
499,New Regency Pictures,0
499,Warner Bros.,0
499,Ixtlan,0
499,Alcor Films,0
499,Regency Enterprises,0
500,Platinum Pictures,-4660000
500,Allied Filmmakers,-4660000
500,Pacific Western,-4660000
500,Columbia Pictures Corporation,-4660000
501,Castle Rock Entertainment,-40000000
501,New Line Cinema,-40000000
501,Columbia Pictures,-40000000
502,Adventure Pictures,-4000000
502,Lenfilm Studio,-4000000
502,Mikado Film,-4000000
503,Warner Bros.,105130999
503,Malpaso Productions,105130999
504,Clinica Estetico,180678440
504,TriStar Pictures,180678440
505,Jan Chapman Productions,109700000
505,CiBy 2000,109700000
505,The Australian Film Commission,109700000
505,New South Wales Film & Television Office,109700000
506,Columbia Pictures,13515786
507,Touchstone Pictures,23042200
508,Hollywood Pictures,8638072
509,Universal Pictures,0
510,Don Simpson/Jerry Bruckheimer Films,439193
510,Touchstone Pictures,439193
511,Merchant Ivory Productions,11737911
511,Columbia Pictures,11737911
512,Touchstone Pictures,-15667676
512,Cinergi Pictures Entertainment,-15667676
513,Walrus & Associates,107198790
513,Twentieth Century Fox Film Corporation,107198790
514,Beacon Pictures,0
514,Columbia Pictures,0
515,Orion Pictures,-11303790
516,Brooksfilms,15739755
516,Twentieth Century Fox Film Corporation,15739755
516,Gaumont,15739755
517,Hilary Henkin,-8224415
517,Polygram Filmed Entertainment,-8224415
517,Working Title Films,-8224415
518,Romper Stomper Pty. Ltd.,0
518,Seon Film Productions,0
518,Film Victoria,0
518,The Australian Film Commission,0
519,Full Crew/Say Yea,201437
519,Ruby in Paradise,201437
520,TriStar Pictures,10750363
521,Carrie Productions Inc.,0
521,Nessa Hyams,0
521,David V. Picker Productions,0
522,La Sept Cinéma,0
522,Société Nouvelle de Cinématographie,0
523,Amblin Entertainment,299365567
523,Universal Pictures,299365567
524,Santo Domingo Film & Music Video,0
524,Twentieth Century Fox Film Corporation,0
525,Mirage Enterprises,7266383
526,Fron Film Production,0
526,Warner Bros.,0
526,Alcor Films,0
526,Regency Enterprises,0
527,Warner Bros.,0
527,American Zoetrope,0
528,Polar Entertainment,-5179312
528,Savoy Pictures,-5179312
529,"",-25000000
530,Savoy Pictures,-22000000
530,Shadowlands Productions,-22000000
531,Avenue Entertainment,6110979
531,Spelling Entertainment,6110979
531,Fine Line Features,6110979
532,Touchstone Pictures,0
533,Samson Productions II,7770731
533,British Screen Finance Ltd,7770731
533,Sirens Limited,7770731
533,Sarah Radclyffe Productions,7770731
533,Miramax Films,7770731
534,Maiden Movies,0
534,New Regency Pictures,0
534,Mayer (MGM),0
534,Goldwyn,0
534,Metro,0
535,TriStar Pictures,206799884
536,Robert Evans Company,76300000
536,Paramount Pictures,76300000
537,The Ladd Company,5139618
537,Warner Bros.,5139618
537,Shaw Brothers,5139618
538,Hollywood Pictures,36448200
539,"",-20000000
540,Columbia Films S.A.,-30
540,Columbia Pictures Industries,-30
541,"",0
542,Nintendo,-27084535
542,Walt Disney,-27084535
542,Allied Filmmakers,-27084535
542,Cinergi Pictures Entertainment,-27084535
542,Hollywood Pictures,-27084535
543,New Line Cinema,290013
544,Nomura Babcock & Brown,-33521100
544,Interscope Communications,-33521100
544,PolyGram Filmed Entertainment,-33521100
544,Hollywood Pictures,-33521100
545,Rhombus Media,0
546,Motion Picture Corporation of America (MPCA),0
546,TriStar Pictures,0
547,Touchstone Pictures,57634409
547,Skellington Productions Inc.,57634409
547,Tim Burton Productions,57634409
548,Caravan Pictures,23898845
548,Walt Disney Pictures,23898845
549,Cinergi Pictures Entertainment,31505065
549,Hollywood Pictures,31505065
550,Morgan Creek Productions,0
550,Warner Bros.,0
551,Morgan Creek Productions,-218449
551,Warner Bros.,-218449
551,August Entertainment,-218449
551,Films,-218449
551,Davis,-218449
552,"",0
553,Turner Pictures (I),-13329312
553,Twentieth Century Fox Film Corporation,-13329312
554,Alliance Communications Corporation,0
554,The Ontario Film Development Corporation,0
554,Téléfilm Canada,0
555,"",0
556,Keystone Film Company (II),0
556,Republic Pictures (II),0
557,"",0
558,DD Productions,0
558,France 2 Cinéma,0
558,Renn Productions,0
559,Morgan Creek Productions,1596687
559,Warner Bros.,1596687
560,CNCAIMC,0
561,Some Film,0
561,Fine Line Features,0
562,El Deseo S.A.,0
562,CiBy 2000,0
563,Channel 4 Television,0
564,Castle Rock Entertainment,0
564,Columbia Pictures,0
565,Svenska Filminstitutet (SFI),0
565,Svensk Filmindustri (SF),0
565,Nordisk Film,0
565,SVT Drama,0
566,"",0
567,"",0
568,"",0
569,Buckeye Films,-200000
569,Swelter Films,-200000
569,Fine Line Features,-200000
570,King World Entertainment,67308282
570,Amblin Entertainment,67308282
570,Universal Pictures,67308282
571,"",0
572,Paramount Pictures,0
573,"",0
574,TriStar Pictures,3021629
575,Telling Pictures,0
575,Zweites Deutsches Fernsehen (ZDF),0
575,Columbia Pictures Television,0
575,Home Box Office (HBO),0
575,Grey Entertainment,0
575,Brillstein,0
575,Arte,0
575,Channel Four Films,0
575,Sony Pictures Classics,0
576,"",0
577,Banfilm,0
577,La Sept Cinéma,0
577,Sacher Film,0
578,"",0
579,Paramount Pictures,0
580,Hughes Entertainment,458684675
580,Twentieth Century Fox Film Corporation,458684675
581,Paramount Pictures,483000000
582,Walt Disney Pictures,476050219
583,T2 Productions,420000000
583,Carolco Pictures,420000000
583,Canal+,420000000
583,Pacific Western,420000000
583,Lightstorm Entertainment,420000000
584,Majestic Films International,402208848
584,Tig Productions,402208848
585,Glickenhaus Entertainment,0
585,Shapiro,0
586,Warner Bros.,376348924
586,Peters Company,376348924
586,The Guber,376348924
586,PolyGram Filmed Entertainment,376348924
587,Strong Heart/Demme Production,253742922
587,Orion Pictures,253742922
588,"",-1488423
589,Silver Screen Partners IV,352350553
589,Walt Disney Animation Studios,352350553
589,Walt Disney Pictures,352350553
590,"",-2600000
591,Silver Screen Partners IV,449000000
591,Touchstone Pictures,449000000
592,Fontaine Sarl,0
592,La Sept Cinéma,0
592,Sodaperaga Productions,0
593,Warner Brothers/Seven Arts,-5605446
594,Trimark Pictures,0
595,Long Shong Pictures,0
596,"",0
597,Ubu Productions,0
597,Twentieth Century Fox Film Corporation,0
598,Rosa Productions,97529550
598,Via Rosa Productions,97529550
598,Fox 2000 Pictures,97529550
598,Twentieth Century Fox Film Corporation,97529550
599,PolyGram Filmed Entertainment,13940383
599,Propaganda Films,13940383
600,BBC,0
601,Working Title Films,53611975
601,PolyGram Filmed Entertainment,53611975
602,Walt Disney Pictures,32709423
603,Canadian Film Development Corporation (CFDC),-9300000
604,Trans Atlantic Entertainment,12675000
604,Dimension Films,12675000
604,Miramax Films,12675000
605,"",-8000000
606,Miramax Films,0
607,"",-500000
608,"",0
609,Walt Disney Productions,51675257
610,"",0
611,Fernando Trueba Producciones Cinematográficas,0
611,Sociedad General de Televisión (Sogetel),0
611,Interscope Communications,0
611,Touchstone Pictures,0
611,Lolafilms,0
611,PolyGram Filmed Entertainment,0
612,Universal Pictures,0
613,"",0
614,Les Films Alain Sarde,0
614,TF1 Films Productions,0
615,"",0
616,"",0
617,Les Films du Scarabée,0
617,France Média,0
617,Cinétéléfilms,0
618,Savoy Pictures,0
618,New Line Cinema,0
619,WF/X,442965
619,The Vault,442965
619,Columbia Pictures Corporation,442965
620,Paramount Pictures,72616183
621,"",0
622,"",1
623,Mayer (MGM),8620678
623,Goldwyn,8620678
623,Metro,8620678
624,production Fund,0
624,European Co,0
624,Messidor Films,0
624,British Screen Productions,0
624,Working Title Films,0
624,Canal+ España,0
624,Televisión Española (TVE),0
624,British Broadcasting Corporation (BBC),0
624,Degeto Film,0
624,Parallax Pictures,0
624,Road Movies Dritte Produktionen,0
624,Eurimages,0
624,Diaphana Films,0
624,Westfalen,0
624,Filmstiftung Nordrhein,0
624,BIM Distribuzione,0
624,Road Movies Filmproduktion GmbH,0
625,Dark Matter Productions,0
625,Skyline Entertainment Partners,0
625,Davis Entertainment,0
626,New Line Cinema,-33500000
627,United Artists,0
628,"",0
629,Universal Pictures,0
629,Imagine Entertainment,0
630,Polygram Filmed Entertainment,218626
630,British Screen Productions,218626
630,Canal+,218626
630,Mainstream S.A.,218626
630,Granada Film Productions,218626
631,40 Acres & A Mule Filmworks,-7060061
631,Fox Searchlight Pictures,-7060061
632,Morgan Creek Productions,0
632,Warner Bros.,0
632,ABC Productions,0
632,Marvin Worth Productions,0
633,Ice Films,0
633,Touchstone Pictures,0
633,Canal+,0
633,TF1 Films Production,0
633,Procirep,0
634,Made in Munich Filmproduktion,0
634,Roxy Film,0
635,Westdeutscher Rundfunk (WDR),0
636,Senator Film Produktion,65335
637,"",0
638,Davis Entertainment,54860818
638,Twentieth Century Fox Film Corporation,54860818
639,Cruise/Wagner Productions,377696359
639,Paramount Pictures,377696359
640,Pandora Filmproduktion (,0
640,Film Fonds,0
640,Icicle,0
641,Spelling Films,0
641,Mayer (MGM),0
641,Goldwyn,0
641,Metro,0
641,Trilogy Entertainment Group,0
642,Constantin Film,0
643,Soo Films Ltd.,0
643,Park Chul,0
644,Universal Pictures,58267375
645,"",0
646,"",0
647,"",3
648,Toron Screen Corporation,0
648,Koukus Troika,0
648,Distant Horizons,0
649,"",0
650,Robert et Raymond Hakim,0
650,Paris Film,0
650,Titanus,0
651,Newcomm,0
651,Majestic Films International,0
651,Granada Film Productions,0
652,Allied Filmmakers,-9078736
652,Walt Disney Pictures,-9078736
653,Universal Pictures,0
653,Imagine Entertainment,0
654,Lakeshore Entertainment,0
654,Paramount Pictures,0
655,Miramax Films,-3210100
655,New Line Cinema,-3210100
656,Barrandov Studios,-14000000
656,Komuna,-14000000
657,Per Holst Filmproduktion,0
658,FM Entertainment International N.V.,684351
659,Government of West Bengal,536364
660,Satyajit Ray Productions,16000
661,Best Brains,0
661,Gramercy Pictures,0
661,Universal Pictures,0
662,"",0
663,Courtside Seats Productions,170200000
663,Northern Lights Entertainment,170200000
663,Warner Bros. Family Entertainment,170200000
664,Marianne Productions,-6500000
664,Dino de Laurentiis Cinematografica,-6500000
664,Paramount Pictures,-6500000
665,Libra Pictures,0
666,"",0
667,"",0
668,129 Productions,0
668,Columbia Pictures Corporation,0
668,Castle Rock Entertainment,0
669,Chaumiane,-220000
669,Athos Films,-220000
669,Filmstudio,-220000
670,Little Bear,0
670,Les Films de la Tour,0
670,Films A2,0
671,"",0
672,"",0
673,Mike Lobell Productions,0
674,Opala Productions,0
675,"",0
676,Interscope Communications,0
676,Walt Disney Pictures,0
677,Westdeutscher Rundfunk (WDR),0
677,Bioskop Film,0
677,Canal+,0
677,Odessa Films,0
677,Centre National de la Cinématographie,0
677,Studio Babelsberg,0
678,TriStar Pictures,-14930000
679,Orpheus Films,0
679,Triumph Films,0
679,Van Peebles Films,0
680,"",0
681,Live Entertainment,0
682,"",0
683,British Screen Productions,0
683,Merseyside Film Production Fund,0
683,Dan Films,0
684,Jersey Films,0
684,Fine Line Features,0
685,Evzen Kolar Productions,62949
685,Alliance Communications Corporation,62949
685,New Line Cinema,62949
686,"",0
687,New Line Cinema,0
688,Favorite Films,0
689,Faces International Films,-275000
689,Walter Reade Organization Inc.,-275000
689,Maurice McEndree Productions,-275000
690,Interscope Communications,0
690,Touchstone Pictures,0
690,PolyGram Filmed Entertainment,0
691,Selima Films AVV,27400547
691,MDP Worldwide,27400547
691,Signature Pictures,27400547
691,Universal Pictures,27400547
692,"",0
693,TriStar Pictures,0
693,Jersey Films,0
694,Mayer (MGM),0
694,Goldwyn,0
694,Metro,0
695,Noon Attack Pictures,0
695,Twentieth Century Fox Film Corporation,0
696,Silver Screen Partners III,43151346
696,Walt Disney Pictures,43151346
697,Hollywood Pictures,0
697,Caravan Pictures,0
698,American Films,-5449980
698,The Bubble Factory,-5449980
698,Universal Pictures,-5449980
699,Miramax,0
699,British Broadcasting Corporation (BBC),0
699,Distant Horizons,0
700,Miramax Films,0
701,12 Gauge Productions,-9000000
701,Newmarket Capital Group,-9000000
701,Pandora Filmproduktion,-9000000
701,JVC Entertainment,-9000000
702,Canal+,-20000000
702,Hachette Première,-20000000
702,France 2 Cinéma,-20000000
703,Centaur Pictures Inc.,0
704,"",0
705,France 3 Cinema,0
705,Gaumont International,0
705,Canal Plus,0
706,Columbia Pictures Corporation,-45000000
707,Thomas Pictures,0
707,Wood,0
708,"",0
709,Columbia Pictures,9769466
710,Fred Berner Films,0
710,Atman Entertainment,0
710,Twentieth Century Fox Film Corporation,0
711,Touchstone Pictures,5
712,"",0
713,"",0
714,Image Forum,0
714,Koninck Studios,0
714,Pandora Filmproduktion,0
715,Savoy Pictures,-25000000
715,PVM Entertainment,-25000000
715,Ruddy Morgan Productions,-25000000
715,The Rank Organisation,-25000000
715,New Line Cinema,-25000000
716,"",-4800000
717,Don Simpson/Jerry Bruckheimer Films,260062621
717,Hollywood Pictures,260062621
718,Savoy Pictures,0
718,Price,0
718,The Rank Organisation,0
719,"",-4000000
720,Constant c Productions,402471524
720,Warner Bros.,402471524
720,Amblin Entertainment,402471524
720,Universal Pictures,402471524
721,PolyGram Filmed Entertainment,3793614
721,Dark Horse Entertainment,3793614
721,Propaganda Films,3793614
722,PXP Productions,0
722,Glem Production,0
722,Centre National de la Cinématographie (CNC),0
722,Canal+,0
722,DD Productions,0
722,France 2 Cinéma,0
723,Pro 7,0
723,MTM Cineteve,0
723,Roxy Film,0
724,Production I.G.,2287714
724,Kodansha,2287714
724,Bandai Visual Company,2287714
725,"",0
726,Hollywood Pictures,-18000000
727,Renegade Films,0
728,Aardman Animations,0
729,Roberts Pictures Inc.,0
729,Enterprise Productions,0
730,Savoy Pictures,0
730,New Line Cinema,0
731,Mediaworks,-10951628
731,Steelwork Films,-10951628
731,Live Entertainment,-10951628
732,Mayer (MGM),0
732,Goldwyn,0
732,Metro,0
733,"",-1800000
734,The Manitoba Arts Council,0
734,The Canada Manitoba Cultural Industries Development Office (CIDO),0
734,the Canadian Council,0
735,"",0
736,Anuline,0
736,Miramax Films,0
737,Universal City Studios,0
737,Bregman/Baer Productions,0
737,Universal Pictures,0
738,Mayer (MGM),0
738,Goldwyn,0
738,Metro,0
739,Riofilme,0
739,Channel Four Films,0
740,Beijing Film Studio,0
741,"",0
742,"",0
743,"",0
744,The Ladd Company,-27699111
744,Village Roadshow Pictures,-27699111
744,Paramount Pictures,-27699111
745,Castle Rock Entertainment,63309743
745,Columbia Pictures,63309743
746,"",0
747,Available Light Productions,0
748,Great Oaks Entertainment,13620973
748,Hollywood Pictures,13620973
748,American Zoetrope,13620973
749,"",0
750,John Davis Productions,0
750,Jerry Tokofsky,0
750,Charles Matthau,0
750,Fine Line Features,0
751,Intrinsica Films,0
751,production Fund,0
751,European Co,0
751,Magnolia Mae Films,0
751,und Fernsehproduktion (I),0
751,Lichtblick Film,0
751,Stefi 2,0
751,Canal+,0
751,MACT Productions,0
752,"",0
753,"",0
754,Cinegrit,0
754,Studio Kankourama,0
755,Direction du Cinema Haute Volta,0
756,PEA,0
756,Produzioni Europee Associati (PEA),0
756,Les Films Marceau,0
756,Cocinor,0
757,"",0
