title,release_date,budget,revenue,ganancia,anio,mes,dia,dia_semana,key
Down the Shore,2011-01-06,0,0,0,2011,Enero,06,Jueves,34359742526
Down to the Sea in Ships,1949-02-15,0,0,0,1949,Febrero,15,Martes,34359742527
Dr. Dolittle: Million Dollar Mutts,2009-04-08,0,0,0,2009,Abril,08,Miercoles,34359742528
Dr. Dolittle: Tail to the Chief,2008-03-04,0,0,0,2008,Marzo,04,Martes,34359742529
Dr. Gillespie's New Assistant,1942-11-01,0,0,0,1942,Noviembre,01,Domingo,34359742530
Dr. Jekyll and Mr. Hyde,2008-05-17,0,0,0,2008,Mayo,17,Sabado,34359742531
Dr. Socrates,1935-10-18,0,0,0,1935,Octubre,18,Viernes,34359742532
DragonHeart: A New Beginning,2000-08-08,0,0,0,2000,Agosto,08,Martes,34359742533
Drive a Crooked Road,1954-03-10,0,0,0,1954,Marzo,10,Miercoles,34359742534
"At Hella Burger, It Won't Be The Food That Kills You... But You'll Wish It Did.",,0,0,0,,,,,34359742535
Drop Dead Sexy,2005-03-12,0,0,0,2005,Marzo,12,Sabado,34359742536
Drunken Master III,1994-07-02,0,0,0,1994,Julio,02,Sabado,34359742537
Easy Living,1949-10-08,0,0,0,1949,Octubre,08,Sabado,34359742538
Easy to Love,1953-12-25,0,0,0,1953,Diciembre,25,Viernes,34359742539
Air Crew,1979-05-19,0,0,0,1979,Mayo,19,Sabado,34359742540
El Condor,1970-06-19,0,0,0,1970,Junio,19,Viernes,34359742541
El Gringo,2012-05-10,3000000,0,-3000000,2012,Mayo,10,Jueves,34359742542
Elisa,1995-02-01,0,0,0,1995,Febrero,01,Miercoles,34359742543
Elliot Loves,2012-05-04,0,0,0,2012,Mayo,04,Viernes,34359742544
Elvis and Anabelle,2007-03-10,0,0,0,2007,Marzo,10,Sabado,34359742545
Elvis Has Left the Building,2004-08-27,11500000,0,-11500000,2004,Agosto,27,Viernes,34359742546
Elvis Meets Nixon,1997-08-12,0,0,0,1997,Agosto,12,Martes,34359742547
Enchantment,1948-12-25,0,0,0,1948,Diciembre,25,Sabado,34359742548
Endangered Species,2003-11-13,0,0,0,2003,Noviembre,13,Jueves,34359742549
Endure,2010-01-01,0,0,0,2010,Enero,01,Viernes,34359742550
Executioners from Shaolin,1977-01-01,0,0,0,1977,Enero,01,Sabado,34359742551
The Orkly Kid,1985-10-01,0,0,0,1985,Octubre,01,Martes,34359742552
Home Before Dark,1958-11-16,1390000,0,-1390000,1958,Noviembre,16,Domingo,34359742553
Ripped Raw and Roaring from Real Life!,,0,0,0,,,,,34359742554
Lost Christmas,2011-12-11,1875600,0,-1875600,2011,Diciembre,11,Domingo,34359742555
Michael Shayne: Private Detective,1940-12-19,0,0,0,1940,Diciembre,19,Jueves,34359742556
Murder on the Orient Express,2001-04-22,0,0,0,2001,Abril,22,Domingo,34359742557
My Friend Irma Goes West,1950-06-25,0,0,0,1950,Junio,25,Domingo,34359742558
Enemies Closer,2013-12-04,5000000,0,-5000000,2013,Diciembre,04,Miercoles,34359742559
Enter Arsene Lupin,1944-11-24,0,0,0,1944,Noviembre,24,Viernes,34359742560
Barely Legal,2011-01-01,1000000,0,-1000000,2011,Enero,01,Sabado,34359742561
Nutcracker: The Motion Picture,1986-11-26,0,0,0,1986,Noviembre,26,Miercoles,34359742562
The Forgotten Faces,1961-01-01,0,0,0,1961,Enero,01,Domingo,34359742563
Russell Brand: Messiah Complex,2013-11-25,0,0,0,2013,Noviembre,25,Lunes,34359742564
Moving Violations,1985-04-19,0,0,0,1985,Abril,19,Viernes,34359742565
So Much Water,2013-05-10,0,0,0,2013,Mayo,10,Viernes,34359742566
75.0,,0,0,0,,,,,34359742567
The Eagle and the Hawk,1933-05-06,0,0,0,1933,Mayo,06,Sabado,34359742568
The Fake,2013-11-21,0,0,0,2013,Noviembre,21,Jueves,34359742569
The Fearmakers,1958-10-01,0,0,0,1958,Octubre,01,Miercoles,34359742570
The Happy Road,1957-06-20,500000,0,-500000,1957,Junio,20,Jueves,34359742571
The Real Glory,1939-09-29,0,0,0,1939,Septiembre,29,Viernes,34359742572
This Is the Night,1932-04-08,0,0,0,1932,Abril,08,Viernes,34359742573
Yellow Rock,2011-11-01,0,0,0,2011,Noviembre,01,Martes,34359742574
Lucia,2013-10-19,79000,170000,91000,2013,Octubre,19,Sabado,34359742575
Dancing Outlaw II: Jesco Goes to Hollywood,1999-01-01,0,0,0,1999,Enero,01,Viernes,34359742576
Oppressed Majority,2010-10-24,340000,0,-340000,2010,Octubre,24,Domingo,34359742577
"T,O,U,C,H,I,N,G",1969-01-01,0,0,0,1969,Enero,01,Miercoles,34359742578
Little Hamlet,1960-01-01,0,0,0,1960,Enero,01,Viernes,34359742579
La Belle verte,1996-09-18,0,0,0,1996,Septiembre,18,Miercoles,34359742580
Penguins of Madagascar,2014-11-22,132000000,373552094,241552094,2014,Noviembre,22,Sabado,34359742581
Bill Bailey: Qualmpeddler,2013-11-19,0,0,0,2013,Noviembre,19,Martes,34359742582
,,0,0,0,,,,,34359742583
,,0,0,0,,,,,34359742584
Hotline,2014-04-28,0,0,0,2014,Abril,28,Lunes,34359742585
Fugly!,2014-11-05,0,0,0,2014,Noviembre,05,Miercoles,34359742586
Black or White,2014-09-06,9000000,21571189,12571189,2014,Septiembre,06,Sabado,34359742587
Ragamuffin,2014-01-09,0,0,0,2014,Enero,09,Jueves,34359742588
Oko Wykol,1960-01-01,0,0,0,1960,Enero,01,Viernes,34359742589
'71,2014-10-10,0,1625847,1625847,2014,Octubre,10,Viernes,34359742590
Bastards,2014-03-15,0,0,0,2014,Marzo,15,Sabado,34359742591
The Water Diviner,2014-12-25,22500000,15520023,-6979977,2014,Diciembre,25,Jueves,34359742592
Enlighten Up!,2008-01-01,0,0,0,2008,Enero,01,Martes,34359742593
Just a Sigh,2013-04-10,0,0,0,2013,Abril,10,Miercoles,34359742594
The Rabbi's Cat,2011-05-31,0,0,0,2011,Mayo,31,Martes,34359742595
[],,0,0,0,,,,,34359742596
Still Alice,2014-12-05,5000000,43884652,38884652,2014,Diciembre,05,Viernes,34359742597
Je préfère qu'on reste amis,2005-02-23,0,0,0,2005,Febrero,23,Miercoles,34359742598
2014-11-29,,0,0,0,,,,,34359742599
Paddington,2014-11-27,55000000,259207227,204207227,2014,Noviembre,27,Jueves,34359742600
Drei Stunden,2013-07-24,0,0,0,2013,Julio,24,Miercoles,34359742601
Redemption: For Robbing the Dead,2011-10-16,0,0,0,2011,Octubre,16,Domingo,34359742602
Jessabelle,2014-08-29,0,0,0,2014,Agosto,29,Viernes,34359742603
Maze Runner: The Scorch Trials,2015-09-09,61000000,311256926,250256926,2015,Septiembre,09,Miercoles,34359742604
Kink,2013-01-19,0,0,0,2013,Enero,19,Sabado,34359742605
Beautiful Girl,2014-11-25,3000000,0,-3000000,2014,Noviembre,25,Martes,34359742606
Showrunners: The Art of Running a TV Show,2014-10-17,0,0,0,2014,Octubre,17,Viernes,34359742607
Dirigible,1931-04-04,0,0,0,1931,Abril,04,Sabado,34359742608
Sir Arne's Treasure,1919-09-18,0,0,0,1919,Septiembre,18,Jueves,34359742609
My Brother Tom,2001-11-16,0,0,0,2001,Noviembre,16,Viernes,34359742610
"[{'iso_639_1': 'xx', 'name': 'No Language'}]",,0,0,0,,,,,34359742611
Quest,1996-01-01,0,0,0,1996,Enero,01,Lunes,34359742612
0,,0,4,4,,,,,34359742613
The Ghost and the Whale,2016-05-17,0,0,0,2016,Mayo,17,Martes,34359742614
Pendulum,1969-02-17,0,0,0,1969,Febrero,17,Lunes,34359742615
Burt's Buzz,2014-06-06,0,0,0,2014,Junio,06,Viernes,34359742616
Ice Age: A Mammoth Christmas,2011-11-24,0,0,0,2011,Noviembre,24,Jueves,34359742617
The Bloody Olive,1997-04-01,0,0,0,1997,Abril,01,Martes,34359742618
Hey Bartender,2013-06-07,0,0,0,2013,Junio,07,Viernes,34359742619
Kajaki,2014-11-12,0,0,0,2014,Noviembre,12,Miercoles,34359742620
A Matter of Size,2009-04-27,0,0,0,2009,Abril,27,Lunes,34359742621
Summer of Blood,2014-10-17,0,0,0,2014,Octubre,17,Viernes,34359742622
Appointment with Crime,1946-11-04,0,0,0,1946,Noviembre,04,Lunes,34359742623
Hungry Hill,1947-01-07,0,0,0,1947,Enero,07,Martes,34359742624
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,34359742625
Scott of the Antarctic,1948-11-29,0,0,0,1948,Noviembre,29,Lunes,34359742626
Christopher Columbus,1949-10-12,0,0,0,1949,Octubre,12,Miercoles,34359742627
The Magnet,1950-10-01,0,0,0,1950,Octubre,01,Domingo,34359742628
Blackmailed,1951-01-30,0,0,0,1951,Enero,30,Martes,34359742629
Pool of London,1951-02-20,0,0,0,1951,Febrero,20,Martes,34359742630
Anne of the Indies,1951-10-18,0,0,0,1951,Octubre,18,Jueves,34359742631
1952-01-06,,0,0,0,,,,,34359742632
The Story of Robin Hood and His Merrie Men,1952-05-26,0,0,0,1952,Mayo,26,Lunes,34359742633
Released,,0,0,0,,,,,34359742634
Above Us the Waves,1955-03-29,0,0,0,1955,Marzo,29,Martes,34359742635
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,34359742636
An Alligator Named Daisy,1955-12-13,0,0,0,1955,Diciembre,13,Martes,34359742637
The Iron Petticoat,1957-01-07,0,0,0,1957,Enero,07,Lunes,34359742638
The Living Idol,1957-05-02,0,0,0,1957,Mayo,02,Jueves,34359742639
Orders to Kill,1958-07-25,0,0,0,1958,Julio,25,Viernes,34359742640
Upstairs and Downstairs,1959-11-02,0,0,0,1959,Noviembre,02,Lunes,34359742641
Crooks Anonymous,1962-03-31,0,0,0,1962,Marzo,31,Sabado,34359742642
Two Weeks in September,1967-06-07,0,0,0,1967,Junio,07,Miercoles,34359742643
Zeta One,1969-12-01,0,0,0,1969,Diciembre,01,Lunes,34359742644
The Voices,2014-01-19,0,0,0,2014,Enero,19,Domingo,34359742645
"Welcome, or No Trespassing",1964-10-07,0,0,0,1964,Octubre,07,Miercoles,34359742646
Adventures of a Dentist,1965-01-01,0,0,0,1965,Enero,01,Viernes,34359742647
"Sport, Sport, Sport",1970-06-06,0,0,0,1970,Junio,06,Sabado,34359742648
Farewell,1981-10-07,0,0,0,1981,Octubre,07,Miercoles,34359742649
Eagle's Wing,1979-11-23,0,0,0,1979,Noviembre,23,Viernes,34359742650
Levitated Mass,2013-06-20,0,0,0,2013,Junio,20,Jueves,34359742651
Nativity 2: Danger in the Manger!,2012-11-21,0,0,0,2012,Noviembre,21,Miercoles,34359742652
The Puzzle,2010-06-23,0,0,0,2010,Junio,23,Miercoles,34359742653
Donald Glover: Weirdo,2011-11-19,0,0,0,2011,Noviembre,19,Sabado,34359742654
Come Back to Me,2014-07-25,0,0,0,2014,Julio,25,Viernes,34359742655
Trailer Park Boys: Live at the North Pole,2014-11-15,0,0,0,2014,Noviembre,15,Sabado,34359742656
The Righteous Thief,2009-11-26,0,0,0,2009,Noviembre,26,Jueves,34359742657
State of Emergency,2011-01-01,1300000,0,-1300000,2011,Enero,01,Sabado,34359742658
Almost Married,2014-03-28,0,0,0,2014,Marzo,28,Viernes,34359742659
The Swinger,1966-11-13,0,0,0,1966,Noviembre,13,Domingo,34359742660
Christmas in Conway,2013-12-01,0,0,0,2013,Diciembre,01,Domingo,34359742661
Grace,2014-10-28,0,0,0,2014,Octubre,28,Martes,34359742662
Winter Nomads,2012-02-10,0,0,0,2012,Febrero,10,Viernes,34359742663
Courier,1986-06-06,0,0,0,1986,Junio,06,Viernes,34359742664
Batman vs Dracula,2005-10-18,0,0,0,2005,Octubre,18,Martes,34359742665
Baffled!,1973-01-29,0,0,0,1973,Enero,29,Lunes,34359742666
Dying Room Only,1973-09-18,0,0,0,1973,Septiembre,18,Martes,34359742667
Go for It,1983-01-01,0,0,0,1983,Enero,01,Sabado,34359742668
Great Expectations,1934-10-22,0,0,0,1934,Octubre,22,Lunes,34359742669
0,,0,0,0,,,,,34359742670
Tenchi: The Samurai Astronomer,2012-09-15,0,0,0,2012,Septiembre,15,Sabado,34359742671
The Green Prince,2014-01-16,0,0,0,2014,Enero,16,Jueves,34359742672
Castles in the Sky,2014-06-23,0,0,0,2014,Junio,23,Lunes,34359742673
There is one single industry destroying the planet more than any other. But no one wants to talk about it...,,117,0,-117,,,,,34359742674
McConkey,2013-09-30,0,0,0,2013,Septiembre,30,Lunes,34359742675
Manny,2014-12-31,0,0,0,2014,Diciembre,31,Miercoles,34359742676
Chocolate Strawberry Vanilla,2013-11-24,0,0,0,2013,Noviembre,24,Domingo,34359742677
"Mayday at 40,000 Feet!",1976-11-12,0,0,0,1976,Noviembre,12,Viernes,34359742678
Alice Pearce,,0,0,0,,,,,34359742679
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,34359742680
Fortune and Men's Eyes,1971-06-15,0,0,0,1971,Junio,15,Martes,34359742681
Released,,0,0,0,,,,,34359742682
Bleak Night,2010-02-03,0,0,0,2010,Febrero,03,Miercoles,34359742683
To Encourage the Others,1972-03-27,0,0,0,1972,Marzo,27,Lunes,34359742684
Wanderers,2014-10-11,0,0,0,2014,Octubre,11,Sabado,34359742685
Clouds of Sils Maria,2014-08-20,6600000,1851517,-4748483,2014,Agosto,20,Miercoles,34359742686
Dying of the Light,2014-12-04,15000000,0,-15000000,2014,Diciembre,04,Jueves,34359742687
Survival Quest,1988-09-09,0,0,0,1988,Septiembre,09,Viernes,34359742688
All Cheerleaders Die,2013-10-31,0,0,0,2013,Octubre,31,Jueves,34359742689
Cherry Tree Lane,2010-08-28,0,0,0,2010,Agosto,28,Sabado,34359742690
WolfCop,2014-06-06,0,0,0,2014,Junio,06,Viernes,34359742691
It's a Wonderful Afterlife,2010-05-07,0,0,0,2010,Mayo,07,Viernes,34359742692
The Borderlands,2013-08-24,0,0,0,2013,Agosto,24,Sabado,34359742693
Slasher House,2012-04-29,1550000,0,-1550000,2012,Abril,29,Domingo,34359742694
The Kick,2011-11-03,3500000,0,-3500000,2011,Noviembre,03,Jueves,34359742695
Norwegian Ninja,2010-08-13,0,0,0,2010,Agosto,13,Viernes,34359742696
Borrowed Time,2013-09-13,0,0,0,2013,Septiembre,13,Viernes,34359742697
Hellbenders,2013-10-18,0,0,0,2013,Octubre,18,Viernes,34359742698
Saving General Yang,2013-04-04,20000000,0,-20000000,2013,Abril,04,Jueves,34359742699
Legacy of Rage,1986-12-20,0,0,0,1986,Diciembre,20,Sabado,34359742700
88.0,,0,0,0,,,,,34359742701
In Your Hands,2010-11-04,0,0,0,2010,Noviembre,04,Jueves,34359742702
Cleopatra Jones and the Casino of Gold,1975-07-11,0,0,0,1975,Julio,11,Viernes,34359742703
Eat,1963-12-31,0,0,0,1963,Diciembre,31,Martes,34359742704
"Jonathan Rosenbaum, Present",2013-02-27,0,0,0,2013,Febrero,27,Miercoles,34359742705
Omega Doom,1996-01-01,0,0,0,1996,Enero,01,Lunes,34359742706
Blow Job,1964-03-16,0,0,0,1964,Marzo,16,Lunes,34359742707
A Justified Life: Sam Peckinpah and the High Country,2006-01-10,0,0,0,2006,Enero,10,Martes,34359742708
The Diary of an Unknown Soldier,1959-01-02,0,0,0,1959,Enero,02,Viernes,34359742709
Float,2007-01-01,0,0,0,2007,Enero,01,Lunes,34359742710
Home Alone: The Holiday Heist,2012-11-25,0,0,0,2012,Noviembre,25,Domingo,34359742711
The Pokrovsky Gates,1982-01-01,0,0,0,1982,Enero,01,Viernes,34359742712
Game of Werewolves,2011-10-07,0,0,0,2011,Octubre,07,Viernes,34359742713
By the Gun,2014-09-28,0,0,0,2014,Septiembre,28,Domingo,34359742714
The Protector 2,2013-10-23,0,3302463,3302463,2013,Octubre,23,Miercoles,34359742715
Blood,2012-10-09,0,0,0,2012,Octubre,09,Martes,34359742716
Exit Humanity,2011-10-16,300000,0,-300000,2011,Octubre,16,Domingo,34359742717
Omen IV: The Awakening,1991-05-19,0,0,0,1991,Mayo,19,Domingo,34359742718
Ninjas vs. Zombies,2008-10-31,0,0,0,2008,Octubre,31,Viernes,34359742719
Hard to Be a God,2013-02-27,7000000,1310673,-5689327,2013,Febrero,27,Miercoles,34359742720
In Order Not to Be Here,2003-01-01,0,0,0,2003,Enero,01,Miercoles,34359742721
Mortuary,2005-08-08,0,0,0,2005,Agosto,08,Lunes,34359742722
Spontaneous Combustion,1990-02-23,0,0,0,1990,Febrero,23,Viernes,34359742723
Night Terrors,1993-11-09,0,0,0,1993,Noviembre,09,Martes,34359742724
Trance,2001-01-01,0,0,0,2001,Enero,01,Lunes,34359742725
Tell,2014-12-04,0,0,0,2014,Diciembre,04,Jueves,34359742726
0.129252,,0,0,0,,,,,34359742727
Kill the Messenger,2014-10-09,5000000,2450846,-2549154,2014,Octubre,09,Jueves,34359742728
Dead Souls,2012-10-11,0,0,0,2012,Octubre,11,Jueves,34359742729
Village People,2013-04-15,1059300,0,-1059300,2013,Abril,15,Lunes,34359742730
,,0,0,0,,,,,34359742731
Touch the Top of the World,2006-06-18,0,0,0,2006,Junio,18,Domingo,34359742732
Travel Beyond the Three Seas,1957-01-01,0,0,0,1957,Enero,01,Martes,34359742733
The Hearts of Age,1934-01-01,0,0,0,1934,Enero,01,Lunes,34359742734
H6: Diary of a Serial Killer,2005-01-01,0,0,0,2005,Enero,01,Sabado,34359742735
Sallah,1964-01-01,0,0,0,1964,Enero,01,Miercoles,34359742736
2010-10-26,,0,0,0,,,,,34359742737
The Universe of Keith Haring,2009-02-28,0,0,0,2009,Febrero,28,Sabado,34359742738
The Kingdom of Dreams and Madness,2013-11-16,0,0,0,2013,Noviembre,16,Sabado,34359742739
Mei and the Kittenbus,2002-01-01,0,0,0,2002,Enero,01,Martes,34359742740
"Texas, Adios",1966-08-28,0,0,0,1966,Agosto,28,Domingo,34359742741
The Bloodstained Shadow,1978-06-02,0,0,0,1978,Junio,02,Viernes,34359742742
"Today We Kill, Tomorrow We Die!",1968-03-28,0,0,0,1968,Marzo,28,Jueves,34359742743
The Devil and Holy Water,1983-09-01,0,0,0,1983,Septiembre,01,Jueves,34359742744
Colt 38 Special Squad,1976-07-24,0,0,0,1976,Julio,24,Sabado,34359742745
Ricky e Barabba,1992-12-19,0,0,0,1992,Diciembre,19,Sabado,34359742746
Six Swedish Girls at a Pump,1980-09-19,0,0,0,1980,Septiembre,19,Viernes,34359742747
Killer Cop,1975-03-27,0,0,0,1975,Marzo,27,Jueves,34359742748
A Cinderella Story: Once Upon a Song,2011-09-05,0,0,0,2011,Septiembre,05,Lunes,34359742749
Baba Yaga,1973-09-20,0,0,0,1973,Septiembre,20,Jueves,34359742750
Play Motel,1979-01-01,0,0,0,1979,Enero,01,Lunes,34359742751
The Mad Dog Killer,1977-10-29,0,0,0,1977,Octubre,29,Sabado,34359742752
The Great Kidnapping,1973-11-16,0,0,0,1973,Noviembre,16,Viernes,34359742753
Bring It On: In It To Win It,2007-12-12,0,0,0,2007,Diciembre,12,Miercoles,34359742754
Independents,2007-07-21,0,0,0,2007,Julio,21,Sabado,34359742755
Between Miracles,1971-05-24,0,0,0,1971,Mayo,24,Lunes,34359742756
1980-01-01,,0,0,0,,,,,34359742757
The Night Evelyn Came out of the Grave,1971-08-18,0,0,0,1971,Agosto,18,Miercoles,34359742758
The New Monsters Today,2009-03-27,0,0,0,2009,Marzo,27,Viernes,34359742759
Stunt Squad,1977-07-27,0,0,0,1977,Julio,27,Miercoles,34359742760
Tifosi,1999-10-01,0,0,0,1999,Octubre,01,Viernes,34359742761
The Cyclone,1996-01-01,0,0,0,1996,Enero,01,Lunes,34359742762
Il tifoso l'arbitro e il calciatore,1982-08-01,0,0,0,1982,Agosto,01,Domingo,34359742763
Death Steps in the Dark,1977-02-17,0,0,0,1977,Febrero,17,Jueves,34359742764
"Black Emmanuelle, White Emmanuelle",1976-08-06,0,0,0,1976,Agosto,06,Viernes,34359742765
Il... Belpaese,1977-01-01,0,0,0,1977,Enero,01,Sabado,34359742766
Savage Three,1975-09-20,0,0,0,1975,Septiembre,20,Sabado,34359742767
L'arma,1978-09-07,0,0,0,1978,Septiembre,07,Jueves,34359742768
A Man Called Magnum,1977-08-07,0,0,0,1977,Agosto,07,Domingo,34359742769
Il fischio al naso,1967-08-06,0,0,0,1967,Agosto,06,Domingo,34359742770
Viuuulentemente mia,1982-03-15,0,0,0,1982,Marzo,15,Lunes,34359742771
Gangsters,1977-01-01,0,0,0,1977,Enero,01,Sabado,34359742772
Gente Di Rispetto,1975-10-30,0,0,0,1975,Octubre,30,Jueves,34359742773
Jarhead 2: Field of Fire,2014-08-14,0,0,0,2014,Agosto,14,Jueves,34359742774
The Mule,2014-03-10,0,0,0,2014,Marzo,10,Lunes,34359742775
Chantilly Lace,1993-07-18,0,0,0,1993,Julio,18,Domingo,34359742776
Shy People,1987-05-01,0,0,0,1987,Mayo,01,Viernes,34359742777
Shadows in an Empty Room,1976-03-09,0,0,0,1976,Marzo,09,Martes,34359742778
Dots,1940-01-01,0,0,0,1940,Enero,01,Lunes,34359742779
,,0,0,0,,,,,34359742780
,,0,5,5,,,,,34359742781
Rock the Boat,1944-12-31,0,0,0,1944,Diciembre,31,Domingo,34359742782
Jingle All the Way 2,2014-12-02,5000000,0,-5000000,2014,Diciembre,02,Martes,34359742783
The Face of Love,2013-10-25,4000000,350006,-3649994,2013,Octubre,25,Viernes,34359742784
Noted Bachelor Baby Doctor,1948-12-25,0,0,0,1948,Diciembre,25,Sabado,34359742785
They've got a single dream ... and she's terrific !,,0,0,0,,,,,34359742786
A True Mob Story,1998-07-01,0,0,0,1998,Julio,01,Miercoles,34359742787
In the Folds of the Flesh,1970-05-02,0,0,0,1970,Mayo,02,Sabado,34359742788
The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,706019788,2014,Diciembre,10,Miercoles,34359742789
The Viking Queen,1967-03-25,0,0,0,1967,Marzo,25,Sabado,34359742790
127.0,,20000000,0,-20000000,,,,,34359742791
Unbroken,2014-12-25,65000000,163442937,98442937,2014,Diciembre,25,Jueves,34359742792
Black Sea,2014-12-05,0,1171559,1171559,2014,Diciembre,05,Viernes,34359742793
Three Wise Fools,1946-09-26,0,0,0,1946,Septiembre,26,Jueves,34359742794
The Frame,2014-11-21,0,0,0,2014,Noviembre,21,Viernes,34359742795
The Red Queen Kills Seven Times,1972-08-18,0,0,0,1972,Agosto,18,Viernes,34359742796
White Mischief,1987-11-30,5300000,0,-5300000,1987,Noviembre,30,Lunes,34359742797
Beyond Justice,1992-12-02,0,0,0,1992,Diciembre,02,Miercoles,34359742798
Zorro,1975-03-06,0,0,0,1975,Marzo,06,Jueves,34359742799
,,0,0,0,,,,,34359742800
Three Tough Guys,1974-05-29,0,0,0,1974,Mayo,29,Miercoles,34359742801
The Bloodstained Butterfly,1971-09-10,0,0,0,1971,Septiembre,10,Viernes,34359742802
Alive or Preferably Dead,1969-09-17,0,0,0,1969,Septiembre,17,Miercoles,34359742803
Death Occurred Last Night,1970-09-04,0,0,0,1970,Septiembre,04,Viernes,34359742804
The Bastard,1968-10-29,0,0,0,1968,Octubre,29,Martes,34359742805
The Return of Ringo,1965-12-08,0,0,0,1965,Diciembre,08,Miercoles,34359742806
A Pistol for Ringo,1965-05-12,0,0,0,1965,Mayo,12,Miercoles,34359742807
The Scapegoat,1963-08-23,0,0,0,1963,Agosto,23,Viernes,34359742808
Kiss Kiss... Bang Bang,1966-05-16,0,0,0,1966,Mayo,16,Lunes,34359742809
The Good Lie,2014-09-09,0,0,0,2014,Septiembre,09,Martes,34359742810
Action Jackson,2014-12-05,0,0,0,2014,Diciembre,05,Viernes,34359742811
The Improv: 50 Years Behind the Brick Wall,2013-12-06,0,0,0,2013,Diciembre,06,Viernes,34359742812
I Am Santa Claus,2014-11-04,0,0,0,2014,Noviembre,04,Martes,34359742813
"The Missing Piece: Mona Lisa, Her Thief, the True Story",2012-10-12,0,0,0,2012,Octubre,12,Viernes,34359742814
Wild Heritage,1958-08-01,0,0,0,1958,Agosto,01,Viernes,34359742815
The Widow From Chicago,1930-11-23,0,0,0,1930,Noviembre,23,Domingo,34359742816
Lap Dance,2014-12-05,0,0,0,2014,Diciembre,05,Viernes,34359742817
The Baby Maker,1970-10-01,0,0,0,1970,Octubre,01,Jueves,34359742818
Fat Pizza,2003-04-10,400000,7888102,7488102,2003,Abril,10,Jueves,34359742819
Good Copy Bad Copy,2007-01-01,0,0,0,2007,Enero,01,Lunes,34359742820
Comin' at Ya!,1981-07-24,0,0,0,1981,Julio,24,Viernes,34359742821
When the Road Bends: Tales of a Gypsy Caravan,2006-04-30,0,0,0,2006,Abril,30,Domingo,34359742822
Holy Flying Circus,2011-10-19,0,0,0,2011,Octubre,19,Miercoles,34359742823
House of the Dead 2,2005-10-14,6000000,0,-6000000,2005,Octubre,14,Viernes,34359742824
Prey,2011-07-13,0,0,0,2011,Julio,13,Miercoles,34359742825
Silent Madness,1984-10-26,0,0,0,1984,Octubre,26,Viernes,34359742826
Wodehouse In Exile,2013-03-25,0,0,0,2013,Marzo,25,Lunes,34359742827
,,0,0,0,,,,,34359742828
,,0,1,1,,,,,34359742829
Made in Jamaica,2006-09-13,0,0,0,2006,Septiembre,13,Miercoles,34359742830
Playing It Cool,2014-09-26,0,0,0,2014,Septiembre,26,Viernes,34359742831
Dogging: A Love Story,2009-12-26,0,0,0,2009,Diciembre,26,Sabado,34359742832
Released,,0,0,0,,,,,34359742833
Cheerleader Massacre,2003-03-25,0,0,0,2003,Marzo,25,Martes,34359742834
0.0,,0,0,0,,,,,34359742835
McLibel,2005-05-20,0,0,0,2005,Mayo,20,Viernes,34359742836
Bag Boy,2007-09-14,0,0,0,2007,Septiembre,14,Viernes,34359742837
School of the Holy Beast,1974-02-16,0,0,0,1974,Febrero,16,Sabado,34359742838
The Appointments Of Dennis Jennings,1988-01-01,0,0,0,1988,Enero,01,Viernes,34359742839
The Atrocity Exhibition,2000-06-05,0,0,0,2000,Junio,05,Lunes,34359742840
Released,,400000,0,-400000,,,,,34359742841
The Touch of Her Flesh,1967-04-19,0,0,0,1967,Abril,19,Miercoles,34359742842
Virgin Witch,1972-06-08,0,0,0,1972,Junio,08,Jueves,34359742843
The Zombie Chronicles,2001-01-01,0,0,0,2001,Enero,01,Lunes,34359742844
The Dust Bowl,2012-11-17,0,0,0,2012,Noviembre,17,Sabado,34359742845
Paris by Night,2012-01-03,0,0,0,2012,Enero,03,Martes,34359742846
Honor Among Lovers,1931-03-21,0,0,0,1931,Marzo,21,Sabado,34359742847
A Smoky Mountain Christmas,1986-12-14,0,0,0,1986,Diciembre,14,Domingo,34359742848
Closer to the Moon,2013-11-29,9000000,0,-9000000,2013,Noviembre,29,Viernes,34359742849
Un marido de ida y vuelta,1957-08-26,0,0,0,1957,Agosto,26,Lunes,34359742850
Marvellous,2015-02-19,0,0,0,2015,Febrero,19,Jueves,34359742851
Somewhere in the Night,1946-06-12,0,0,0,1946,Junio,12,Miercoles,34359742852
Love Camp 7,1969-10-04,0,0,0,1969,Octubre,04,Sabado,34359742853
90.0,,937000,0,-937000,,,,,34359742854
Bachelor Night,2014-08-12,0,0,0,2014,Agosto,12,Martes,34359742855
Khumba,2013-07-18,20000000,27187375,7187375,2013,Julio,18,Jueves,34359742856
A Girl Walks Home Alone at Night,2014-01-19,1000000,395000,-605000,2014,Enero,19,Domingo,34359742857
1981,2009-09-04,0,0,0,2009,Septiembre,04,Viernes,34359742858
1987,2014-08-06,4000000,0,-4000000,2014,Agosto,06,Miercoles,34359742859
Crimi Clowns: De Movie,2013-04-03,0,0,0,2013,Abril,03,Miercoles,34359742860
Dave Chappelle: For What it's Worth,2004-09-04,0,0,0,2004,Septiembre,04,Sabado,34359742861
