key,title,budget,revenue,profit,return,year,month,day,day_week,collection
85899348503,The Most Beautiful Day,0,0,0,,2016,Febrero,25,Jueves,
85899348565,Ten Thousand Talents,0,0,0,,1960,Diciembre,31,Sabado,
85899348575,20th Century Boys - Chapter 2: The Last Hope,0,0,0,,2009,Enero,30,Viernes,20th Century Boys Collection
85899348650,Kalashnikov,0,0,0,,2014,Febrero,10,Lunes,
85899348898,A Cinderella Story: If the Shoe Fits,0,0,0,,2016,Agosto,02,Martes,Cinderella Story Collection
85899349024,Avenging Angel,0,0,0,,1985,Enero,11,Viernes,
85899349151,"Initiation: Silent Night, Deadly Night 4",0,0,0,,1990,Noviembre,21,Miercoles,"Silent Night, Deadly Night Collection"
85899349330,Max & Leon,12156348,7900000,-4256348,0.6498662262712452,2016,Noviembre,01,Martes,
85899349449,Cottage to Let,0,0,0,,1941,Septiembre,06,Sabado,
85899349549,Happy Wedding,0,0,0,,2016,Mayo,20,Viernes,
85899345976,Killing Them Safely,0,0,0,,2015,Abril,17,Viernes,
85899346235,Frank and the Wondercat,0,0,0,,2015,Diciembre,31,Jueves,
85899346408,Lust for a Vampire,0,0,0,,1971,Enero,17,Domingo,Vampire Karnstein (Hammer series)
85899346859,Second Nature,0,0,0,,2003,Junio,22,Domingo,
85899347033,Porno Holocaust,0,0,0,,1981,Enero,01,Jueves,
85899347212,Angels One Five,0,0,0,,1952,Marzo,19,Miercoles,
85899347418,Piper,0,0,0,,2016,Junio,16,Jueves,
85899347434,The Antwerp Dolls,0,0,0,,2015,Marzo,21,Sabado,
85899347848,Breaking the Surface,0,0,0,,2006,Octubre,25,Miercoles,
85899347900,Sworn Virgin,0,0,0,,2015,Marzo,19,Jueves,
85899348413,The Legend of Nigger Charley,0,0,0,,1972,Marzo,16,Jueves,
85899349193,A Long Story,0,0,0,,2012,Octubre,12,Viernes,
85899349359,Do I Have to Take Care of Everything?,0,0,0,,2014,Febrero,28,Viernes,
85899349728,The Spoils of Babylon,0,0,0,,2014,Enero,09,Jueves,
85899345925,Crashing Las Vegas,0,0,0,,1956,Abril,27,Viernes,The Bowery Boys
85899346125,Blondie Goes Latin,0,0,0,,1941,Febrero,27,Jueves,
85899346351,Slayers Gorgeous,0,0,0,,1998,Enero,01,Jueves,Slayers - Movie Collection
85899346440,Miles Electric - A Different Kind Of Blue,0,0,0,,2004,Noviembre,23,Martes,
85899346546,The Battle of Chile - Part II,0,0,0,,1976,Marzo,13,Sabado,
85899346632,The Sea Bat,0,0,0,,1930,Julio,05,Sabado,
85899346868,Jai Gangaajal,1500000,0,-1500000,0.0,2016,Marzo,04,Viernes,
85899346874,The Meddler,3200000,4267218,1067218,1.333505625,2016,Abril,05,Martes,
85899346960,A Serious Game,0,0,0,,2016,Septiembre,09,Viernes,
85899346984,Cannibal Fog,0,0,0,,2015,Abril,11,Sabado,
85899347256,Central Intelligence,50000000,216972543,166972543,4.33945086,2016,Junio,15,Miercoles,
85899347536,The Devil Strikes at Night,0,0,0,,1957,Septiembre,19,Jueves,
85899347655,The Mirage,0,0,0,,2015,Agosto,05,Miercoles,
85899347808,Symphony No. 42,0,0,0,,2014,Febrero,07,Viernes,
85899348130,1st to Die,0,0,0,,2003,Febrero,23,Domingo,
85899348221,No one knows what the future holds. That's why its potential is infinite.,0,0,0,,,,,,
85899348273,La pelle,0,0,0,,1981,Agosto,27,Jueves,
85899348367,Under The Sign Of Scorpio,0,0,0,,1969,Abril,04,Viernes,
85899348504,Over the Garden Wall,0,0,0,,2014,Noviembre,03,Lunes,
85899348508,"Joe Smith, American",0,0,0,,1942,Febrero,01,Domingo,
85899348566,Herostratus,0,0,0,,1967,Julio,10,Lunes,
85899348709,Zebra,0,0,0,,2016,Mayo,21,Sabado,
85899348976,The Hide,0,0,0,,2008,Enero,01,Martes,
85899349256,The Halliday Brand,0,0,0,,1957,Enero,01,Martes,
85899349501,Ballad,0,0,0,,2009,Septiembre,05,Sabado,
85899349513,NaN,0,0,0,,,,,,Atlas Shrugged Collection
85899349526,Asperger's Are Us,0,0,0,,2016,Noviembre,11,Viernes,
85899349630,Perry Mason: The Case of the Shooting Star,0,0,0,,1986,Noviembre,08,Sabado,
85899346105,Uncaged,0,0,0,,2016,Febrero,06,Sabado,
85899346122,Son of Sam,0,0,0,,2008,Septiembre,06,Sabado,
85899346354,The Weathering Continent,0,0,0,,1992,Junio,21,Domingo,
85899347396,Le nozze di Laura,0,0,0,,2015,Diciembre,08,Martes,
85899347666,The Emperor's Nightingale,0,0,0,,1949,Abril,15,Viernes,
85899347677,The Disputation,0,0,0,,1986,Diciembre,21,Domingo,
85899347724,Bridge and Tunnel,0,0,0,,2014,Abril,30,Miercoles,
85899347876,Five Nights in Maine,0,0,0,,2016,Agosto,05,Viernes,
85899347931,Amateur Porn Star Killer,45,0,-45,0.0,2006,Junio,30,Viernes,
85899347957,In the Room,0,0,0,,2015,Septiembre,15,Martes,
85899348109,The Model,4000000,0,-4000000,0.0,2016,Febrero,11,Jueves,
85899348412,Guernica,6229577,0,-6229577,0.0,2016,Abril,26,Martes,
85899348547,Wholly Communion,0,0,0,,1965,Diciembre,31,Viernes,
85899348631,Samurai Rauni,56000,0,-56000,0.0,2016,Septiembre,21,Miercoles,
85899348648,The House of Suh,0,0,0,,2010,Mayo,05,Miercoles,
85899348798,Gimme Danger,0,0,0,,2016,Octubre,28,Viernes,
85899348839,"Signed, Sealed, Delivered: One in a Million",0,0,0,,2016,Julio,24,Domingo,"Signed, Sealed, Delivered"
85899348983,Inferno,75000000,220021259,145021259,2.9336167866666667,2016,Octubre,13,Jueves,Robert Langdon Collection
85899349429,The Odyssey,21363000,0,-21363000,0.0,2016,Octubre,12,Miercoles,
85899349468,Jimmy Vestvood: Amerikan Hero,2500000,230069,-2269931,0.0920276,2016,Marzo,13,Domingo,
85899349602,The Deadly Duo,0,0,0,,1971,Diciembre,22,Miercoles,
85899349643,Shadows of the Dead,0,0,0,,2016,Octubre,22,Sabado,
85899349691,Hairspray Live!,0,0,0,,2016,Diciembre,07,Miercoles,
85899349726,John Hodgman: RAGNAROK,0,0,0,,2013,Junio,19,Miercoles,
85899349842,Dr. Cabbie,0,223003,223003,,2014,Septiembre,19,Viernes,
85899345921,Dig That Uranium,0,0,0,,1955,Diciembre,25,Domingo,The Bowery Boys
85899345952,The National Shotgun,0,1622164,1622164,,1978,Septiembre,14,Jueves,
85899346386,Being Charlie,0,30400,30400,,2015,Septiembre,14,Lunes,
85899346951,Eternal Summer,0,0,0,,2015,Agosto,21,Viernes,
85899347262,Dum Maaro Dum,0,0,0,,2011,Abril,22,Viernes,
85899347675,The Far Pavilions,0,0,0,,1984,Abril,21,Sabado,
85899347929,Midnight Son,0,0,0,,2011,Marzo,04,Viernes,
85899348127,Hieronymus Bosch: Touched by the Devil,0,0,0,,2015,Noviembre,20,Viernes,
85899348215,Broken Blade: Book One - The Time of Awakening,0,0,0,,2010,Mayo,29,Sabado,
85899348597,Spandex Sapiens,0,0,0,,2015,Noviembre,05,Jueves,
85899348624,The Curse of Robert the Doll,0,0,0,,2016,Septiembre,12,Lunes,
85899348644,In the Shadow of Death,0,0,0,,1971,Diciembre,30,Jueves,
85899348659,Party Crashers,0,0,0,,2012,Noviembre,30,Viernes,
85899348721,Zézero,0,0,0,,1974,Enero,01,Martes,
85899348797,Farewell Baghdad,0,0,0,,2014,Abril,10,Jueves,
85899348876,Do Not Resist,0,0,0,,2016,Abril,30,Sabado,
85899348939,The Waiting List,0,0,0,,2000,Junio,02,Viernes,
85899349107,Into the Woods,0,0,0,,2011,Marzo,31,Jueves,
85899349723,My Family and Other Animals,0,0,0,,2005,Diciembre,27,Martes,
85899349796,Perry Mason: The Case of the Avenging Ace,0,0,0,,1988,Febrero,28,Domingo,
85899349908,Annie Oakley,0,0,0,,1894,Noviembre,01,Jueves,
85899345933,This Is Normal,0,0,0,,2013,Abril,09,Martes,
85899346211,My Super Psycho Sweet 16: Part 3,0,0,0,,2012,Marzo,13,Martes,
85899346330,Chronicles of the Ghostly Tribe,0,0,0,,2015,Septiembre,30,Miercoles,
85899346453,Prora,0,0,0,,2012,Marzo,24,Sabado,
85899346581,Why Did You Come to My House,0,0,0,,2009,Abril,09,Jueves,
85899346587,Nana 2,0,0,0,,2006,Diciembre,09,Sabado,Nana Collection
85899346653,Rich Kids,0,0,0,,1979,Agosto,01,Miercoles,
85899346922,The Tag-Along,0,0,0,,2015,Noviembre,17,Martes,
85899346986,Twist and Shout,0,0,0,,1984,Diciembre,26,Miercoles,
85899347121,The Great Waltz,0,0,0,,1972,Noviembre,11,Sabado,
85899347237,The Resurrection of Jake the Snake,0,0,0,,2015,Enero,23,Viernes,
85899347425,The Good Life,0,0,0,,2008,Agosto,14,Jueves,
85899347491,El ministro y yo,0,0,0,,1977,Enero,01,Sabado,
85899347522,Jim Jefferies: Freedumb,0,0,0,,2016,Julio,01,Viernes,
85899348388,Once Again,0,0,0,,2016,Agosto,18,Jueves,
85899348435,The Work and the Glory II: American Zion,6500000,2025032,-4474968,0.3115433846153846,2005,Octubre,21,Viernes,
85899348741,Dangerously Excited,0,0,0,,2011,Febrero,01,Martes,
85899348919,Validation,0,0,0,,2007,Enero,01,Lunes,
85899346061,The Amulet of Ogum,0,0,0,,1974,Mayo,21,Martes,
85899346072,Land of Mine,5070773,0,-5070773,0.0,2015,Diciembre,03,Jueves,
85899346126,Sven's Secret,0,0,0,,1995,Septiembre,26,Martes,
85899346286,Yennai Arindhaal,7900000,16000000,8100000,2.0253164556962027,2015,Febrero,06,Viernes,
85899346573,Dave Attell's Insomniac Tour: Uncensored!,0,0,0,,2005,Febrero,04,Viernes,
85899346678,What Is a Man without a Moustache?,0,0,0,,2005,Julio,23,Sabado,
85899346784,Louis Theroux: Gambling in Las Vegas,0,0,0,,2007,Febrero,04,Domingo,
85899346992,Savage,900000,0,-900000,0.0,2011,Marzo,11,Viernes,
85899347071,The Good Witch,0,0,0,,2008,Enero,19,Sabado,
85899347367,Lights Out,4900000,148868835,143968835,30.381394897959183,2016,Julio,21,Jueves,
85899347393,Dobbiamo parlare,0,0,0,,2015,Noviembre,19,Jueves,
85899347972,American Fusion,0,0,0,,2005,Enero,01,Sabado,
85899348195,VHS Massacre: Cult Films and the Decline of Physical Media,0,0,0,,2016,Junio,20,Lunes,
85899348204,The Dogs of Riga,0,0,0,,1995,Noviembre,09,Jueves,Wallander (Rolf Lassgård)
85899348499,Salam Neighbor,0,0,0,,2015,Junio,20,Sabado,
85899348679,Roles in the Wind,0,0,0,,2015,Enero,08,Jueves,
85899348963,Falsely Accused,0,0,0,,2016,Junio,24,Viernes,
85899349178,Gajakessari,0,0,0,,2014,Mayo,23,Viernes,
85899349220,I for India,0,0,0,,2005,Noviembre,29,Martes,
85899349347,Night Shadows,2500000,0,-2500000,0.0,1984,Agosto,01,Miercoles,
85899350008,The Lego Batman Movie,80000000,311950384,231950384,3.8993798,2017,Febrero,08,Miercoles,The Lego Movie Collection
85899346248,Sick Boy,50000,0,-50000,0.0,2011,Diciembre,21,Miercoles,
85899346726,The Marathon,0,0,0,,2012,Octubre,18,Jueves,
85899346769,Jack,0,0,0,,2013,Marzo,10,Domingo,
85899346877,Finding Mr. Right,4881000,81350000,76469000,16.666666666666668,2013,Marzo,20,Miercoles,
85899346948,Granny's Dancing on the Table,0,0,0,,2015,Septiembre,11,Viernes,
85899347150,Approaching the Unknown,0,0,0,,2016,Junio,03,Viernes,
85899347219,The Asian Connection,0,0,0,,2016,Mayo,13,Viernes,
85899347381,Boot Hill,0,0,0,,1969,Diciembre,20,Sabado,Cat Stevens y Hutch Bessy Trilogy
85899347484,He Who Must Die,0,0,0,,1957,Mayo,03,Viernes,
85899347548,La nostra terra,0,0,0,,2014,Septiembre,18,Jueves,
85899347888,King: A Filmed Record... Montgomery to Memphis,0,0,0,,1970,Marzo,24,Martes,
85899347938,Charlie & Boots,0,0,0,,2009,Septiembre,03,Jueves,
85899348217,Broken Blade: Book Two - The Split Path,0,0,0,,2010,Junio,26,Sabado,
85899348473,Fall of Ming,0,0,0,,2013,Octubre,24,Jueves,
85899348476,Rampage: President Down,0,0,0,,2016,Agosto,26,Viernes,
85899348527,Billy Lynn's Long Halftime Walk,40000000,30930984,-9069016,0.7732746,2016,Noviembre,10,Jueves,
85899348702,Bounty Hunters,0,0,0,,2016,Julio,01,Viernes,
85899349121,American Pastoral,0,0,0,,2016,Octubre,20,Jueves,
85899349315,The Last Ronin,0,0,0,,2010,Diciembre,18,Sabado,
85899349443,Classic Albums: Deep Purple - Machine Head,0,0,0,,2002,Diciembre,02,Lunes,
85899349492,The Good Sister,0,0,0,,2014,Mayo,10,Sabado,
85899349601,Bleed for This,6000000,6174491,174491,1.0290818333333334,2016,Noviembre,04,Viernes,
85899349767,Alone in Berlin,0,33125,33125,,2016,Septiembre,29,Jueves,
85899346338,Armitage: Dual Matrix,0,0,0,,2002,Marzo,22,Viernes,Armitage III Collection
85899346481,The Circle,0,0,0,,1985,Marzo,02,Sabado,
85899346569,Chris Rock: Kill the Messenger,0,0,0,,2008,Septiembre,27,Sabado,
85899346778,Louis Theroux: America's Medicated Kids,0,0,0,,2010,Abril,18,Domingo,
85899346878,Finding Mr. Right 2,0,0,0,,2016,Abril,29,Viernes,
85899346917,The Other Side of the Wind,12000000,0,-12000000,0.0,2018,Diciembre,31,Lunes,
85899346957,Miraklet i Viskan,0,0,0,,2015,Abril,17,Viernes,
85899347406,Jeremiah,0,0,0,,1998,Diciembre,14,Lunes,The Bible Collection
85899347903,Bosch. The Garden of Dreams,0,0,0,,2016,Junio,09,Jueves,
85899348006,Dawn of the World,0,0,0,,2009,Mayo,27,Miercoles,
85899348019,Ecstasy of Order: The Tetris Masters,0,0,0,,2012,Febrero,23,Jueves,
85899348100,Lady Day at Emerson's Bar & Grill,0,0,0,,2016,Marzo,12,Sabado,
85899348103,Children of the Age,0,0,0,,1915,Diciembre,02,Jueves,
85899348203,The Serpent's Way,0,0,0,,1986,Diciembre,25,Jueves,
85899348207,The Ox,0,0,0,,1991,Noviembre,22,Viernes,
85899348421,The Jungle,0,0,0,,2013,Junio,30,Domingo,
85899348799,Tectonic Plate,0,0,0,,2016,Febrero,15,Lunes,
85899348847,The Convenient Groom,0,0,0,,2016,Junio,18,Sabado,
85899349203,Tchoupitoulas,0,0,0,,2012,Diciembre,07,Viernes,
85899349539,Miss Sloane,13000000,3500605,-9499395,0.2692773076923077,2016,Noviembre,25,Viernes,
85899349831,Souvenir Strip of the Edison Kinetoscope,0,0,0,,1894,Mayo,18,Viernes,
85899346053,Sherpa,0,0,0,,2015,Junio,07,Domingo,
85899346398,Anita O'Day: The Life of a Jazz Singer,200000,0,-200000,0.0,2007,Abril,30,Lunes,
85899346720,Boy 7,0,0,0,,2015,Febrero,19,Jueves,
85899347030,"Amigo, Stay Away",0,0,0,,1972,Febrero,04,Viernes,
85899347345,Dead 7,0,0,0,,2016,Abril,01,Viernes,
85899347440,Lafayette Escadrille,0,0,0,,1958,Marzo,01,Sabado,
85899347540,Goldstone,0,0,0,,2016,Julio,07,Jueves,
85899347823,Snowtime!,12500000,0,-12500000,0.0,2015,Noviembre,12,Jueves,
85899348749,Lost in Munich,1509896,0,-1509896,0.0,2015,Octubre,22,Jueves,
85899348958,Phantasm: Ravager,0,0,0,,2016,Octubre,07,Viernes,Phantasm Collection
85899349241,Little Longnose,0,0,0,,2003,Marzo,19,Miercoles,
85899349363,Wet Woman in the Wind,0,0,0,,2016,Agosto,05,Viernes,
85899349794,1. Mai – Helden bei der Arbeit,200000,0,-200000,0.0,2008,Febrero,08,Viernes,
85899349927,Western Spaghetti,0,0,0,,2008,Abril,26,Sabado,
85899349990,El taxi de los conflictos,0,0,0,,1973,Mayo,31,Jueves,
85899350005,The Bye Bye Man,7400000,26667197,19267197,3.60367527027027,2017,Enero,12,Jueves,
85899346084,The Burglar’s Dilemma,0,0,0,,1912,Diciembre,16,Lunes,
85899346117,Black Sun,0,0,0,,2007,Junio,15,Viernes,
85899346222,Kadhalum Kadanthu Pogum,0,0,0,,2016,Marzo,11,Viernes,
85899346722,The One Warrior,0,0,0,,2011,Noviembre,06,Domingo,
85899346865,The Midnight Man,0,0,0,,2016,Marzo,01,Martes,
85899346915,There Will Come Soft Rains,0,0,0,,1984,Enero,01,Domingo,
85899347038,Abzurdah,0,0,0,,2015,Junio,04,Jueves,
85899347125,Highway 301,0,0,0,,1950,Diciembre,01,Viernes,
85899347338,Spasms,0,0,0,,1983,Enero,01,Sabado,
85899347426,21 Days,0,0,0,,2014,Enero,01,Miercoles,
85899347437,Home in Oklahoma,0,0,0,,1946,Octubre,18,Viernes,
85899347465,Lifeline,0,0,0,,2016,Mayo,06,Viernes,
85899347537,The Sons of Great Bear,0,0,0,,1966,Febrero,18,Viernes,
85899348268,The Sea of Trees,0,0,0,,2016,Abril,27,Miercoles,
85899348297,Deep Core,0,0,0,,2000,Octubre,21,Sabado,
85899348364,Letters from Marusia,0,0,0,,1976,Junio,06,Domingo,
85899348675,There's Only One Jimmy Grimble,0,0,0,,2000,Agosto,25,Viernes,
85899349100,Assepoester: Een Modern Sprookje,0,0,0,,2014,Enero,01,Miercoles,
85899349185,Kajraare,0,0,0,,2010,Octubre,15,Viernes,
85899349704,Colegas,0,646714,646714,,1982,Octubre,25,Lunes,
85899345930,Lovers of the Café Flore,0,0,0,,2006,Enero,26,Jueves,
85899346438,Lucky Luke,27000000,0,-27000000,0.0,2009,Octubre,21,Miercoles,
85899346443,Mingus: Charles Mingus 1968,0,0,0,,1968,Abril,02,Martes,
85899346444,Jane Wants a Boyfriend,0,0,0,,2015,Noviembre,11,Miercoles,
85899346822,Fixing Pete,0,0,0,,2012,Enero,07,Sabado,
85899346847,Adolf Hitler: The Greatest Story Never Told,5000,0,-5000,0.0,2013,Enero,27,Domingo,
85899346870,Comedy of the Strict Regime,0,0,0,,1992,Noviembre,07,Sabado,
85899347306,Golden Mouth,0,0,0,,1963,Mayo,03,Viernes,
85899347385,The Throne,0,0,0,,2015,Septiembre,16,Miercoles,
85899347449,The Desert Song,354000,0,-354000,0.0,1929,Abril,08,Lunes,
85899347572,After the Wall: A World United,0,0,0,,2011,Enero,17,Lunes,
85899347999,Love Like Poison,2000000,0,-2000000,0.0,2010,Abril,08,Jueves,
85899348028,Youth Runs Wild,0,0,0,,1944,Septiembre,01,Viernes,
85899348062,The American Side,0,0,0,,2016,Abril,14,Jueves,
85899348162,Scenes from the Class Struggle in Portugal,0,0,0,,1977,Octubre,11,Martes,
85899348267,The Intervention,0,0,0,,2016,Agosto,26,Viernes,
85899348334,Waikiki Wedding,0,0,0,,1937,Marzo,23,Martes,
85899348680,Seventh Code,0,0,0,,2013,Noviembre,13,Miercoles,
85899348781,Destroyer,0,0,0,,1988,Abril,01,Viernes,
85899349013,Silver Lode,0,0,0,,1954,Julio,23,Viernes,
85899349067,Death Al Dente: A Gourmet Detective Mystery,0,0,0,,2016,Octubre,09,Domingo,Gourmet Detective Collection
85899349483,The Green Wall,0,0,0,,1970,Abril,04,Sabado,
85899349536,Panfilov's 28 Men,0,0,0,,2016,Noviembre,24,Jueves,
85899349596,No Skin Off My Ass,0,0,0,,1991,Enero,01,Martes,
85899349755,Muhammad: Legacy of a Prophet,0,0,0,,2002,Enero,01,Martes,
85899346130,Praxis Dr. Hasenbein,0,0,0,,1997,Enero,30,Jueves,
85899346267,Held Up,0,0,0,,2010,Enero,01,Viernes,
85899346322,Coastlines,0,0,0,,2002,Enero,15,Martes,
85899346464,One Way or Another,0,0,0,,1976,Abril,30,Viernes,
85899347072,Grizzly Rage,2000000,0,-2000000,0.0,2007,Junio,07,Jueves,
85899347415,Absolutely Fabulous: The Movie,0,37915971,37915971,,2016,Julio,01,Viernes,
85899347456,W.A.R.: Women Against Rape,0,0,0,,1987,Enero,01,Jueves,
85899347480,Eat that Question: Frank Zappa in His Own Words,0,0,0,,2016,Mayo,03,Martes,
85899347584,Living in the Age of Airplanes,0,0,0,,2015,Abril,25,Sabado,
85899348609,Tee for Two,0,0,0,,1945,Julio,21,Sabado,
85899349053,The Strange Case of Alice Cooper,0,0,0,,1979,Abril,09,Lunes,
85899349343,The Optimists of Nine Elms,0,0,0,,1973,Octubre,17,Miercoles,
85899349613,Hacker,2000000,0,-2000000,0.0,2016,Septiembre,15,Jueves,
85899346097,The Penalty,0,0,0,,1941,Marzo,13,Jueves,
85899346277,Neuilly Yo Mama!,0,0,0,,2009,Agosto,12,Miercoles,
85899346739,Taste the Waste,0,0,0,,2011,Septiembre,08,Jueves,
85899346762,Debbie Macomber's Dashing Through the Snow,0,0,0,,2015,Diciembre,13,Domingo,
85899346776,Louis Theroux: The Ultra Zionists,0,0,0,,2011,Febrero,03,Jueves,
85899346894,Ken,0,0,0,,1964,Marzo,14,Sabado,
85899347211,Kobe Bryant's Muse,0,0,0,,2015,Febrero,28,Sabado,
85899347277,The Drummer,0,0,0,,2007,Agosto,09,Jueves,
85899347457,Atomic War Bride,0,0,0,,1960,Julio,23,Sabado,
85899347532,Webmaster,0,0,0,,1998,Agosto,28,Viernes,
85899347539,Here,0,0,0,,2011,Enero,21,Viernes,
85899347772,VeggieTales: King George and the Ducky,0,0,0,,2000,Junio,01,Jueves,
85899348037,Darkest Day,0,0,0,,2015,Mayo,15,Viernes,
85899348180,The Best of Insomniac with Dave Attell Volume 1,0,0,0,,2003,Febrero,04,Martes,
85899348238,A Lovasíjász,0,0,0,,2016,Enero,21,Jueves,
85899348399,Chasing the Devil,0,0,0,,2014,Marzo,07,Viernes,
85899348447,Invoked,0,0,0,,2015,Agosto,17,Lunes,
85899348574,8,0,0,0,,2010,Abril,30,Viernes,
85899348613,I.T.,13000000,0,-13000000,0.0,2016,Septiembre,09,Viernes,
85899349093,Bang Bang Baby,1000000,0,-1000000,0.0,2014,Septiembre,08,Lunes,
85899349540,When Two Worlds Collide,0,0,0,,2016,Enero,22,Viernes,
85899349777,Slums: Cities of Tomorrow,0,0,0,,2014,Abril,25,Viernes,
85899349811,Tru Loved,0,0,0,,2008,Febrero,27,Miercoles,
85899345960,Snow Shark: Ancient Snow Beast,0,0,0,,2011,Octubre,12,Miercoles,
85899346214,"Houston, We Have a Problem!",0,0,0,,2016,Mayo,05,Jueves,
85899346786,Singh is Bling,0,0,0,,2015,Octubre,02,Viernes,
85899346985,Zappa,0,0,0,,1983,Marzo,04,Viernes,
85899347117,Planet Earth,0,0,0,,2006,Diciembre,10,Domingo,
85899347466,Disney's American Legends,0,0,0,,2001,Febrero,12,Lunes,
85899347546,"10,000 Black Men Named George",0,0,0,,2002,Febrero,24,Domingo,
85899347974,"Down the Deep, Dark Web",0,0,0,,2016,Junio,23,Jueves,
85899347992,3 Türken und ein Baby,0,0,0,,2015,Enero,22,Jueves,
85899348087,Kabali,18700000,74000000,55300000,3.9572192513368982,2016,Julio,22,Viernes,
85899348097,You Lucky Dog,0,0,0,,1998,Junio,27,Sabado,
85899348249,War Book,0,0,0,,2014,Octubre,13,Lunes,
85899348377,Housefull,0,0,0,,2010,Abril,30,Viernes,Housefull Collection
85899348582,Horton Hears a Who!,0,0,0,,1970,Enero,01,Jueves,
85899349339,Whiplash,0,0,0,,2013,Enero,18,Viernes,
85899349412,Shut In,10000000,13082071,3082071,1.3082071,2016,Noviembre,11,Viernes,
85899349424,Yelling To The Sky,0,0,0,,2012,Diciembre,14,Viernes,
85899349921,Gold,20000000,7227038,-12772962,0.3613519,2016,Diciembre,22,Jueves,
85899346128,Texas - Doc Snyder hält die Welt in Atem,0,0,0,,1993,Enero,01,Viernes,
85899346542,Real Playing Game,704460,0,-704460,0.0,2013,Agosto,28,Miercoles,
85899346625,I've Never Had an Hilda,0,0,0,,2014,Octubre,21,Martes,
85899347098,Tab Hunter Confidential,0,0,0,,2015,Marzo,15,Domingo,
85899347301,Rags,0,0,0,,2012,Mayo,28,Lunes,
85899347309,IP5: The Island of Pachyderms,0,0,0,,1992,Junio,12,Viernes,
85899347755,Bimboland,0,0,0,,1998,Diciembre,23,Miercoles,
85899348007,The Finest Hour,0,0,0,,1992,Mayo,29,Viernes,
85899348033,The Big Timer,0,0,0,,1932,Marzo,10,Jueves,
85899348339,Just for You,0,0,0,,1952,Septiembre,27,Sabado,
85899348467,Black Test Car,0,0,0,,1962,Junio,30,Sabado,
85899349086,Frank & Lola,0,9188,9188,,2016,Diciembre,09,Viernes,
85899349370,A United Kingdom,14000000,13819139,-180861,0.9870813571428572,2016,Noviembre,25,Viernes,
85899349448,Hunted,0,0,0,,1952,Marzo,17,Lunes,
85899349750,Dolpo Tulku - Heimkehr in den Himalaya,0,0,0,,,,,,
85899349998,Sheep & Wolves,0,0,0,,2016,Abril,28,Jueves,
85899346312,Old Wives for New,0,0,0,,1918,Mayo,18,Sabado,
85899346370,Animation Runner Kuromi 2,0,0,0,,2004,Enero,28,Miercoles,Animation Runner Kuromi (OAV collection)
85899346374,Legend of Lemnear,0,0,0,,1987,Julio,24,Viernes,
85899346805,Perfect on Paper,0,0,0,,2014,Septiembre,20,Sabado,
85899346882,Now You See Me 2,90000000,334901337,244901337,3.7211259666666665,2016,Junio,02,Jueves,Now You See Me Collection
85899347229,Identicals,2004384,0,-2004384,0.0,2015,Junio,20,Sabado,
85899347293,The Millionaire,0,0,0,,1931,Mayo,01,Viernes,
85899347493,El barrendero,0,0,0,,1982,Mayo,05,Miercoles,
85899347549,The Last King,5455000,0,-5455000,0.0,2016,Febrero,12,Viernes,
85899347623,The Florodora Girl,0,0,0,,1930,Mayo,31,Sabado,
85899347645,An Episode in the Life of an Iron Picker,0,0,0,,2013,Octubre,10,Jueves,
85899347809,Hafu,0,0,0,,2013,Abril,05,Viernes,
85899348588,Assolo,0,0,0,,2016,Enero,05,Martes,
85899348968,Funeral March,0,0,0,,2001,Septiembre,25,Martes,
85899349064,My Bakery in Brooklyn,3800000,0,-3800000,0.0,2016,Junio,30,Jueves,
85899349696,Spies of Warsaw,0,0,0,,2013,Enero,01,Martes,
85899349724,Jasper Redd: Jazz Talk,0,0,0,,2014,Marzo,15,Sabado,
85899349894,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,0,0,0,,2016,Abril,26,Martes,
85899349995,Playing Beatie Bow,0,0,0,,1986,Agosto,07,Jueves,
85899346183,Playback,7500000,0,-7500000,0.0,2012,Marzo,09,Viernes,
85899346649,The Intimate Stranger,0,0,0,,1956,Junio,01,Viernes,
85899346983,Harry and the Butler,0,0,0,,1961,Septiembre,07,Jueves,
85899347011,The Count of Monte-Cristo,0,0,0,,1975,Enero,10,Viernes,
85899347026,Jack of the Red Hearts,0,0,0,,2015,Mayo,06,Miercoles,
85899347149,Never Back Down: No Surrender,0,0,0,,2016,Junio,07,Martes,Never Back Down Collection
85899347404,The Birth of the Tramp,0,0,0,,2013,Diciembre,29,Domingo,
85899347605,A Bullet for Sandoval,0,0,0,,1969,Agosto,19,Martes,
85899347904,E la chiamano estate,0,0,0,,2012,Noviembre,22,Jueves,
85899348322,Eyes of a Thief,0,0,0,,2014,Octubre,01,Miercoles,
85899348370,A Man for Burning,0,0,0,,1962,Junio,06,Miercoles,
85899348835,Mansfield Park,0,0,0,,2007,Marzo,18,Domingo,
85899349148,Unfair World,0,0,0,,2012,Febrero,02,Jueves,
85899349215,Almost Christmas,17000000,42487325,25487325,2.499254411764706,2016,Noviembre,11,Viernes,
85899349566,Köyden İndim Şehire,0,0,0,,1974,Enero,01,Martes,
85899349575,Sağ Salim,0,0,0,,2012,Mayo,18,Viernes,
85899349687,Perry Mason: The Case of the Sinister Spirit,0,0,0,,1987,Mayo,24,Domingo,
85899349838,Kleinruppin forever,0,0,0,,2004,Febrero,08,Domingo,
